player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados,long_name_match,score,revisar,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,club_name_original
6633,Markel Bergara Larrañaga,Real Sociedad,210,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Left Wing', 'Center Defensive Midfield', 'Right Center Midfield']",20,Markel Bergara Larrañaga,100.0,False,155984,https://sofifa.com/player/155984/markel-bergara-larranaga/160002,Markel Bergara,Markel Bergara Larrañaga,"CDM, CM",76,76,4000000.0,45000.0,29,1986-05-05,181,78,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,5.0,,2007-09-01,2016.0,45,Spain,,,,Right,3,2,1,Low/High,Normal (170-185),No,,,,60.0,54.0,71.0,60.0,77.0,79.0,58,50,67,77,47,54,56,71,75,67,68,54,60,68,69,61,69,75,81,58,80,79,57,72,59,,75,82,71,11,15,11,15,16,,61,61,61,62,62,62,62,62,65,65,65,64,70,70,70,64,70,76,76,76,70,71,75,75,75,71,20,https://cdn.sofifa.net/players/155/984/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6647,Zouhair Feddal,Levante UD,221,"['Center Back', 'Left Center Back']",28,Zouhair Feddal Agharbi,77.77777777777779,True,205705,https://sofifa.com/player/205705/zouhair-feddal/160002,Z. Feddal,Zouhair Feddal Agharbi,"CB, LB",73,77,3100000.0,40000.0,26,1989-01-01,190,78,1853.0,Levante UD,Spain Primera Division,1.0,SUB,24.0,,2015-08-09,2018.0,129,Morocco,,,,Left,2,2,1,Medium/Medium,Lean (185+),No,,,,59.0,42.0,56.0,57.0,76.0,75.0,54,37,70,66,39,56,38,28,62,65,51,65,48,66,34,62,71,69,77,33,76,79,44,45,48,,76,77,68,13,14,12,10,8,,55,55,55,54,54,54,54,54,55,55,55,57,60,60,60,57,67,70,70,70,67,68,73,73,73,68,17,https://cdn.sofifa.net/players/205/705/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ma.png,Levante Unión Deportiva
6649,Óscar de Marcos Arana,Athletic Club,215,"['Right Back', 'Left Back', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Right Wing Back', 'Left Center Forward']",34,Óscar de Marcos Arana,100.0,False,190149,https://sofifa.com/player/190149/oscar-de-marcos-arana/160002,De Marcos,Óscar de Marcos Arana,"RB, CAM",80,83,14500000.0,90000.0,26,1989-04-14,180,76,448.0,Athletic Club,Spain Primera Division,1.0,RB,10.0,,2009-07-01,2019.0,45,Spain,,,,Right,3,3,2,High/Medium,Lean (170-185),No,,,,89.0,62.0,73.0,78.0,74.0,80.0,79,59,59,77,57,76,78,53,69,81,85,92,80,85,76,74,81,93,74,56,76,80,80,66,56,,66,80,80,8,6,13,15,9,,73,73,73,77,76,76,76,77,75,75,75,78,76,76,76,78,81,77,77,77,81,80,75,75,75,80,18,https://cdn.sofifa.net/players/190/149/16_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Athletic Club de Bilbao
6654,Antonio Adán Garrido,Real Betis,218,['Goalkeeper'],36,Antonio Adán Garrido,100.0,False,178086,https://sofifa.com/player/178086/antonio-adan-garrido/160002,Adán,Antonio Adán Garrido,GK,75,75,3600000.0,40000.0,28,1987-05-13,190,92,449.0,Real Betis,Spain Primera Division,1.0,GK,13.0,,2014-01-27,2017.0,45,Spain,,,,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,12,11,23,34,15,12,11,12,43,15,55,55,51,60,51,25,71,35,77,12,41,20,11,35,25,,11,14,18,74,81,75,75,80,55.0,27,27,27,26,26,26,26,26,28,28,28,28,29,29,29,28,27,30,30,30,27,27,30,30,30,27,75,https://cdn.sofifa.net/players/178/086/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Betis Balompié
6655,Fabián Ruiz Peña,Real Betis,218,"['Left Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Right Center Forward', 'Right Back']",12,Fabián Ruíz Peña,93.75,False,226271,https://sofifa.com/player/226271/fabian-ruiz-pena/160002,Fabián,Fabián Ruíz Peña,CAM,68,84,1800000.0,8000.0,19,1996-04-03,189,70,449.0,Real Betis,Spain Primera Division,1.0,RES,52.0,,2014-07-01,2019.0,45,Spain,,,,Left,3,3,1,Medium/Medium,Lean (185+),No,,,,56.0,64.0,69.0,68.0,55.0,42.0,58,62,60,74,52,69,66,60,71,72,53,59,58,61,57,65,56,33,43,72,47,56,64,74,62,,47,61,53,16,11,7,13,13,,63,63,63,66,67,67,67,66,68,68,68,64,67,67,67,64,57,60,60,60,57,57,56,56,56,57,18,https://cdn.sofifa.net/players/226/271/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Betis Balompié
6656,Mikel Rico Moreno,Athletic Club,215,"['Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Center Midfield']",17,Mikel Rico Moreno,100.0,False,146111,https://sofifa.com/player/146111/mikel-rico-moreno/160002,Mikel Rico,Mikel Rico Moreno,"CM, CDM, CAM",78,78,7500000.0,60000.0,30,1984-11-04,178,76,448.0,Athletic Club,Spain Primera Division,1.0,SUB,17.0,,2013-08-22,2018.0,45,Spain,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,,,,66.0,66.0,74.0,70.0,73.0,78.0,56,64,55,84,53,64,54,64,80,77,65,67,68,85,75,81,80,81,79,59,72,81,70,79,61,,60,86,77,15,7,10,9,9,,70,70,70,70,72,72,72,70,74,74,74,72,78,78,78,72,75,79-1,79-1,79-1,75,74,75,75,75,74,18,https://cdn.sofifa.net/players/146/111/16_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Athletic Club de Bilbao
6659,Víctor Camarasa Ferrando,Levante UD,221,"['Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Wing Back', 'Left Defensive Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Right Center Forward', 'Left Midfield']",34,Víctor Camarasa Ferrando,100.0,False,219571,https://sofifa.com/player/219571/victor-camarasa-ferrando/160002,Camarasa,Víctor Camarasa Ferrando,"CM, CDM",75,83,6000000.0,30000.0,21,1994-05-28,183,76,1853.0,Levante UD,Spain Primera Division,1.0,LCM,6.0,,2012-07-01,2019.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,,66.0,66.0,74.0,74.0,68.0,76.0,65,59,62,81,71,72,61,59,77,80,66,66,73,72,70,77,72,75,78,70,75,72,68,75,57,,60,75,68,14,9,11,11,8,,70,70,70,71,72,72,72,71,74,74,74,72,75,75,75,72,71,74,74,74,71,70,71,71,71,70,17,https://cdn.sofifa.net/players/219/571/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Levante Unión Deportiva
6662,Iago Herrerín Buisán,Athletic Club,215,['Goalkeeper'],2,Iago Herrerín Buisán,100.0,False,193152,https://sofifa.com/player/193152/iago-herrerin-buisan/160002,Herrerín,Iago Herrerín Buisán,GK,74,77,3400000.0,50000.0,27,1988-01-25,187,90,448.0,Athletic Club,Spain Primera Division,1.0,SUB,13.0,,2012-07-01,2017.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Stocky (185+),No,,,"Puncher, GK Long Throw",,,,,,,14,23,14,16,15,19,15,12,29,12,45,34,59,68,55,22,58,42,82,16,37,23,16,40,25,,15,16,12,74,84,62,73,71,39.0,27,27,27,26,26,26,26,26,27,27,27,27,27,27,27,27,25,27,27,27,25,25,28,28,28,25,74,https://cdn.sofifa.net/players/193/152/16_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Athletic Club de Bilbao
6663,Antonio Barragán Fernández,Valencia,207,"['Right Wing', 'Right Back', 'Right Center Back', 'Right Wing Back']",24,Antonio Barragán Fernández,100.0,False,169426,https://sofifa.com/player/169426/antonio-barragan-fernandez/160002,Barragán,Antonio Barragán Fernández,"RB, RM",76,76,4000000.0,90000.0,28,1987-06-12,186,83,461.0,Valencia,Spain Primera Division,1.0,RB,19.0,,2011-08-30,2017.0,45,Spain,,,,Right,3,2,1,High/Medium,Normal (185+),Yes,,,Early Crosser,76.0,51.0,64.0,66.0,77.0,78.0,74,44,62,67,59,61,64,51,62,72,74,78,67,75,66,61,68,84,75,53,80,77,61,52,55,,80,79,75,6,8,11,8,10,,62,62,62,65,63,63,63,65,63,63,63,67,66,66,66,67,75,73,73,73,75,76,75,75,75,76,16,https://cdn.sofifa.net/players/169/426/16_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Valencia CF
6665,Íñigo Martínez Berridi,Real Sociedad,210,['Left Center Back'],30,Íñigo Martínez Berridi,100.0,False,204525,https://sofifa.com/player/204525/inigo-martinez-berridi/160002,Iñigo Martínez,Íñigo Martínez Berridi,CB,80,84,16000000.0,60000.0,24,1991-05-17,181,77,457.0,Real Sociedad,Spain Primera Division,1.0,LCB,6.0,,2011-08-01,2017.0,45,Spain,,,,Left,2,2,2,Medium/Medium,Stocky (170-185),No,,,"Long Shot Taker (AI), Power Header",74.0,56.0,61.0,60.0,83.0,80.0,51,42,76,69,37,53,72,51,75,67,73,75,67,75,64,81,86,77,78,74,86,83,48,46,39,,85,82,84,12,16,11,13,11,,63,63,63,60,61,61,61,60,61,61,61,61,66,66,66,61,73,76,76,76,73,76,80,80,80,76,20,https://cdn.sofifa.net/players/204/525/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6666,Sabin Merino Zuloaga,Athletic Club,215,"['Left Wing', 'Right Wing', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Left Midfield']",22,Sabin Merino Zuloaga,100.0,False,226215,https://sofifa.com/player/226215/sabin-merino-zuloaga/160002,Sabin Merino,Sabin Merino Zuloaga,"LW, CF, CAM",73,80,4100000.0,50000.0,23,1992-01-04,186,80,448.0,Athletic Club,Spain Primera Division,1.0,SUB,25.0,,2015-08-13,2016.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,,,,80.0,70.0,68.0,72.0,42.0,62.0,72,74,65,66,72,77,68,67,61,72,74,84,61,71,51,59,62,59,66,69,56,42,78,72,70,,21,56,42,13,8,9,9,13,,71,71,71,73,73,73,73,73,72,72,72,72,67,67,67,72,59,56,56,56,59,57,52,52,52,57,17,https://cdn.sofifa.net/players/226/215/16_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Athletic Club de Bilbao
6668,José Luis Morales Nogales,Levante UD,221,"['Right Wing Back', 'Right Back', 'Left Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Wing', 'Left Wing', 'Center Attacking Midfield']",35,José Luis Morales Nogales,100.0,False,216475,https://sofifa.com/player/216475/jose-luis-morales-nogales/160002,Morales,José Luis Morales Nogales,"LM, RM, ST, RB",77,77,7000000.0,60000.0,27,1987-07-23,180,70,1853.0,Levante UD,Spain Primera Division,1.0,SUB,11.0,,2011-06-01,2018.0,45,Spain,,,,Right,4,3,1,High/Medium,Lean (170-185),No,,,"Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",85.0,71.0,72.0,81.0,51.0,61.0,77,67,51,71,61,85,80,71,63,80,86,85,76,72,69,74,63,79,53,80,59,59,73,74,66,,44,55,46,14,13,13,16,8,,71,71,71,77,76,76,76,77,76,76,76,77,72,72,72,77,68,63,63,63,68,65,56,56,56,65,19,https://cdn.sofifa.net/players/216/475/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Levante Unión Deportiva
6669,David Zurutuza Veillet,Real Sociedad,210,"['Center Attacking Midfield', 'Left Wing', 'Center Forward', 'Left Center Midfield', 'Right Wing']",16,David Zurutuza Veillet,100.0,False,172290,https://sofifa.com/player/172290/david-zurutuza-veillet/160002,Zurutuza,David Zurutuza Veillet,"CAM, CM",75,75,4100000.0,45000.0,28,1986-07-19,186,78,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,17.0,,2008-11-01,2017.0,18,France,,,,Right,5,3,1,Medium/Medium,Lean (185+),No,,,Playmaker (AI),66.0,65.0,75.0,77.0,50.0,61.0,65,63,59,84,55,79,72,55,74,77,65,67,73,75,57,65,54,59,63,73,59,51,68,78,61,,44,54,45,10,14,11,14,7,,68,68,68,73,73,73,73,73,75,75,75,73,73,73,73,73,63,64,64,64,63,60,57,57,57,60,18,https://cdn.sofifa.net/players/172/290/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/fr.png,Real Sociedad
6671,Asier Illarramendi Andonegi,Real Sociedad,210,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']",33,Asier Illarramendi Andonegi,100.0,False,190584,https://sofifa.com/player/190584/asier-illarramendi/160002,Illarramendi,Asier Illarramendi Andonegi,"CM, CDM",79,84,13000000.0,60000.0,25,1990-03-08,179,76,457.0,Real Sociedad,Spain Primera Division,1.0,LDM,4.0,,2015-08-26,2021.0,45,Spain,,,,Right,3,3,2,Medium/Medium,Normal (170-185),Yes,,,Playmaker (AI),66.0,59.0,77.0,77.0,71.0,70.0,65,53,51,82,58,76,78,68,80,81,68,65,71,78,75,69,55,78,67,62,69,79,79,80,50,,64,79,74,15,7,11,14,12,,68,68,68,73,73,73,73,73,76,76,76,75,79,79,79,75,75,77,77,77,75,73,71,71,71,73,19,https://cdn.sofifa.net/players/190/584/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6672,Jorge Andújar Moreno,Sevilla,213,"['Right Back', 'Left Center Back', 'Left Back', 'Right Defensive Midfield', 'Right Wing', 'Substitute']",22,Jorge Andújar Moreno,100.0,False,172316,https://sofifa.com/player/172316/jorge-andujar-moreno/160002,Coke,Jorge Andújar Moreno,RB,80,80,11000000.0,90000.0,28,1987-04-26,176,72,481.0,Sevilla,Spain Primera Division,1.0,RB,23.0,,2011-06-03,2018.0,45,Spain,,,,Right,4,2,2,High/Medium,Normal (170-185),No,,,Leadership,77.0,63.0,70.0,75.0,79.0,74.0,80,62,83,76,43,72,70,36,66,79,75,78,77,86,59,70,74,82,70,60,74,77,62,60,74,,76,82,80,10,9,13,6,16,,71,71,71,73,71,71,71,73,71,71,71,74,73,73,73,74,79,76,76,76,79,80,78,78,78,80,19,https://cdn.sofifa.net/players/172/316/16_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Sevilla FC
6673,Sergio Canales Madrazo,Real Sociedad,210,"['Left Midfield', 'Right Wing', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Midfield', 'Left Center Midfield', 'Right Center Midfield']",16,Sergio Canales Madrazo,100.0,False,190286,https://sofifa.com/player/190286/sergio-canales-madrazo/160002,Canales,Sergio Canales Madrazo,"CAM, LM, LW",79,83,13500000.0,70000.0,24,1991-02-16,179,65,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,16.0,,2014-01-31,2018.0,45,Spain,,,,Left,3,4,2,High/Medium,Lean (170-185),Yes,,,Injury Prone,72.0,74.0,80.0,80.0,26.0,63.0,74,77,38,86,64,81,81,78,73,82,72,72,82,66,70,68,44,67,66,76,55,46,77,83,66,,14,23,16,15,12,16,13,12,,71,71,71,78,77,77,77,78,79,79,79,77,74,74,74,77,57,56,56,56,57,51,41,41,41,51,19,https://cdn.sofifa.net/players/190/286/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6674,Alberto De La Bella Madureño,Real Sociedad,210,"['Left Back', 'Left Center Back']",15,Alberto de la Bella Madureño,78.57142857142857,True,172013,https://sofifa.com/player/172013/alberto-de-la-bella-madueno/160002,De la Bella,Alberto de la Bella Madureño,LB,78,78,6000000.0,45000.0,29,1985-12-02,182,82,457.0,Real Sociedad,Spain Primera Division,1.0,LB,24.0,,2009-08-01,2018.0,45,Spain,,,,Left,2,2,1,High/Medium,Normal (170-185),No,,,,77.0,53.0,72.0,76.0,76.0,73.0,83,45,59,75,32,72,73,38,73,83,75,78,79,72,69,57,68,84,69,71,69,80,58,61,49,,76,78,81,16,10,8,12,6,,63,63,63,71,68,68,68,71,70,70,70,73,73,73,73,73,79-1,76,76,76,79-1,78,74,74,74,78,18,https://cdn.sofifa.net/players/172/013/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6675,Antonio Manuel Luna Rodríguez,Eibar,322,"['Left Back', 'Right Center Forward', 'Right Wing', 'Left Midfield']",15,Antonio Manuel Luna Rodríguez,100.0,False,199157,https://sofifa.com/player/199157/antonio-manuel-luna-rodriguez/160002,Luna,Antonio Manuel Luna Rodríguez,"LB, LM",73,78,3300000.0,35000.0,24,1991-03-17,177,68,467.0,Eibar,Spain Primera Division,1.0,LB,19.0,,2015-07-09,2017.0,45,Spain,,,,Left,3,2,1,High/Medium,Normal (170-185),Yes,,,Dives Into Tackles (AI),77.0,61.0,64.0,70.0,69.0,78.0,70,59,59,72,56,68,58,45,63,75,76,78,69,67,70,78,81,84,73,55,82,68,61,50,43,,67,71,80,6,12,5,15,8,,67,67,67,68,67,67,67,68,66,66,66,69,67,67,67,69,73,71,71,71,73,73,71,71,71,73,16,https://cdn.sofifa.net/players/199/157/16_120.png,https://cdn.sofifa.net/teams/467/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,SD Eibar
6677,Imanol Agirretxe Arruti,Real Sociedad,210,"['Left Back', 'Center Forward', 'Left Center Forward', 'Right Wing', 'Left Wing']",16,Imanol Agirretxe Arruti,100.0,False,161793,https://sofifa.com/player/161793/imanol-agirretxe-arruti/160002,Agirretxe,Imanol Agirretxe Arruti,ST,76,76,5500000.0,60000.0,28,1987-02-24,187,77,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,9.0,,2005-05-01,2018.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (185+),No,,,,60.0,73.0,59.0,72.0,45.0,74.0,49,77,87,69,81,68,75,48,61,80,54,64,69,79,55,71,73,71,81,64,59,33,85,51,64,,43,44,33,14,8,11,6,16,,76,76,76,69,72,72,72,69,69,69,69,68,66,66,66,68,55,57,57,57,55,54,56,56,56,54,18,https://cdn.sofifa.net/players/161/793/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6679,Aritz Elustondo Irribaria,Real Sociedad,210,"['Right Back', 'Right Center Back']",31,Aritz Elustondo Irribaria,100.0,False,226221,https://sofifa.com/player/226221/aritz-elustondo/160002,Aritz Elustondo,Aritz Elustondo Irribaria,"RB, CB",66,73,750000.0,5000.0,21,1994-03-28,182,72,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,30.0,,2014-12-04,2017.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,,,,66.0,32.0,50.0,45.0,68.0,63.0,67,26,65,59,30,34,33,41,39,63,64,68,34,58,63,40,70,58,65,36,60,71,36,32,43,,64,68,72,7,10,12,15,8,,47,47,47,48,46,46,46,48,46,46,46,51,50,50,50,51,64,60,60,60,64,66,66,66,66,66,15,https://cdn.sofifa.net/players/226/221/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6680,Rubén Rochina Naixes,Granada,1049,"['Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Left Center Midfield', 'Center Forward', 'Right Center Midfield', 'Right Midfield', 'Center Defensive Midfield', 'Left Center Forward']",35,Rubén Rochina Naixes,100.0,False,188103,https://sofifa.com/player/188103/ruben-rochina-naixes/160002,Rochina,Rubén Rochina Naixes,"LM, RM, CAM",73,79,3900000.0,35000.0,24,1991-03-23,182,76,110832.0,Granada,Spain Primera Division,1.0,CAM,23.0,,2014-08-04,2018.0,45,Spain,,,,Left,2,4,1,Medium/Medium,Lean (170-185),No,,,"Diver, Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (AI)",73.0,72.0,74.0,74.0,41.0,69.0,76,66,55,76,68,76,74,68,71,75,74,72,66,67,68,77,67,67,73,81,64,42,73,72,68,,21,55,41,7,16,11,13,13,,71,71,71,73,73,73,73,73,73,73,73,73,71,71,71,73,61,59,59,59,61,58,53,53,53,58,18,https://cdn.sofifa.net/players/188/103/16_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Granada CF
6684,Roger Martí Salvador,Levante UD,221,"['Left Center Forward', 'Right Center Forward', 'Center Forward', 'Left Wing', 'Right Wing', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield']",16,Roger Martí Salvador,100.0,False,207732,https://sofifa.com/player/207732/roger-marti-salvador/160002,Roger,Roger Martí Salvador,"ST, CF, LM",70,75,1800000.0,20000.0,24,1991-01-03,179,74,1853.0,Levante UD,Spain Primera Division,1.0,SUB,14.0,,2011-07-01,2016.0,45,Spain,,,,Right,3,2,1,High/Medium,Normal (170-185),No,,,Beat Offside Trap,77.0,71.0,53.0,67.0,26.0,68.0,48,69,63,62,72,65,42,47,41,67,78,76,77,63,69,81,73,69,72,63,54,24,75,57,72,,17,25,21,15,13,15,14,8,,70,70,70,66,68,68,68,66,65,65,65,64,57,57,57,64,48,45,45,45,48,46,42,42,42,46,18,https://cdn.sofifa.net/players/207/732/16_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Levante Unión Deportiva
6685,Mikel Oyarzabal Ugarte,Real Sociedad,210,"['Center Forward', 'Right Wing', 'Left Wing', 'Right Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Midfield']",22,Mikel Oyarzabal Ugarte,100.0,False,230142,https://sofifa.com/player/230142/mikel-oyarzabal-ugarte/160002,Mikel Oyarzabal,Mikel Oyarzabal Ugarte,"CAM, CF",56,66,140000.0,2000.0,18,1997-04-21,180,75,457.0,Real Sociedad,Spain Primera Division,1.0,RES,26.0,,2014-01-01,2017.0,45,Spain,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,,,,65.0,44.0,57.0,56.0,33.0,53.0,50,39,42,64,47,55,42,46,60,54,65,65,63,51,61,48,59,55,57,46,40,29,57,55,45,,35,32,30,10,6,10,13,11,,51,51,51,55,54,54,54,55,56,56,56,56,54,54,54,56,47,46,46,46,47,45,41,41,41,45,15,https://cdn.sofifa.net/players/230/142/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6690,Xabier Prieto Argarate,Real Sociedad,210,"['Right Midfield', 'Right Wing', 'Left Wing', 'Right Back', 'Center Attacking Midfield', 'Left Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield']",36,Xabier Prieto Argarate,100.0,False,146482,https://sofifa.com/player/146482/xabier-prieto-argarate/160002,Xabi Prieto,Xabier Prieto Argarate,"RW, CAM, RM",78,78,7000000.0,60000.0,31,1983-08-29,186,76,457.0,Real Sociedad,Spain Primera Division,1.0,LM,10.0,,2003-10-01,2017.0,45,Spain,,,,Right,3,3,2,Medium/Medium,Normal (185+),No,,#Crosser,"Leadership, One Club Player, Team Player",64.0,72.0,84.0,77.0,32.0,61.0,87,68,67,85,55,78,81,73,82,83,61,66,58,85,64,73,60,64,62,81,57,53,77,84,84,,15,26,25,12,6,7,15,7,,73,73,73,78,77,77,77,78,79-1,79-1,79-1,78,77,77,77,78,61,60,60,60,61,56,48,48,48,56,18,https://cdn.sofifa.net/players/146/482/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
6692,Oier Olazábal Paredes,Real Sociedad,210,['Goalkeeper'],3,Oier Olazábal Paredes,100.0,False,183141,https://sofifa.com/player/183141/oier-olazabal-paredes/160002,Oier,Oier Olazábal Paredes,GK,70,74,1400000.0,20000.0,25,1989-09-14,189,85,457.0,Real Sociedad,Spain Primera Division,1.0,SUB,13.0,Granada CF,,2016.0,45,Spain,,,,Left,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,,,,13,14,15,35,15,20,14,15,33,15,45,43,48,63,40,20,61,43,66,13,28,26,13,33,25,,17,18,16,73,67,76,75,65,44.0,25,25,25,26,26,26,26,26,28,28,28,28,29,29,29,28,28,30,30,30,28,28,29,29,29,28,70,https://cdn.sofifa.net/players/183/141/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
